Resource Title,Resource URL,Publisher,Country,,Description,First L2 Tag,Second L2 Tag,Third L2 Tag,Vetter,Reviewed?,L2 Tagger,Technical (Y/N),Notes
COVID-19 Vaccines in Patients With Cancer - For The Media - JAMA ...,http://media.jamanetwork.com/news-item/covid-19-vaccines-in-patients-with-cancer/,media.jamanetwork.com,Unknown,2021-05-11,"What The Viewpoint Says: Questions regarding the safety of COVID-19 
vaccination for patients with cancer are explored in this article. Authors: Dimitrios 
P.",Vaccine,Vulnerable Populations,Cancer,Bot,,LO,,
Brazil's Pandemic Is a 'Biological Fukushima' That Threatens the ...,https://www.scientificamerican.com/article/brazils-pandemic-is-a-lsquo-biological-fukushima-rsquo-that-threatens-the-entire-planet/,Scientific American,US,2021-05-07,"1 in the global fight against the COVID-19 pandemic. I say this because, in his 
failure to properly manage the Brazilian crisis, Bolsonaro's inept, incompetent 
and ...",Opinion,International Vaccine Distribution,Government Response,Bot,,LO,,
JAMA Surgery – The Art and Science of Surgery,https://jamanetwork.com/journals/jamasurgery,JAMA,US,2021-05-12,"Factors Associated With General Surgery Residents' Operative Experience 
During the COVID-19 Pandemic. Amanda C. Purdy, MD; et al. Original 
Investigation.",,,,Bot,,LO,,not an article? We could potentially use as a database
"May 1, 2021 Issue of JAMA Psychiatry | JAMA Network",https://jamanetwork.com/journals/jamapsychiatry/issue,JAMA,US,2021-01-01,"Posttraumatic Stress Disorder in Patients After Severe COVID-19 Infection. 
Delfina Janiri, MD; Angelo Carfì, MD; Georgios D. Kotzalidis, MD, PhD; et al. 
Abstract ...",,,,Bot,,LO,,mismatch Link and title
Obstetrics/Gynecology articles: The New England Journal of Medicine,https://www.nejm.org/gynecology-obstetrics?q=*&topic=16&page=2,New England Journal of Medicine,General,,"Original Article Apr 21, 2021. Preliminary Findings of mRNA Covid-19 Vaccine 
Safety in Pregnant Persons T. T. Shimabukuro and Others · Review Article Apr 29
, ...",,,,Bot,,LO,,not an article? We could potentially use as a database
Delayed Localized Hypersensitivity Reactions to Moderna COVID ...,http://media.jamanetwork.com/news-item/delayed-localized-hypersensitivity-reactions-to-moderna-covid-19-vaccine/,media.jamanetwork.com,Unknown,2021-05-10,"What The Study Did: Delayed localized injection-site reactions to the Moderna 
COVID-19 vaccine for 16 patients are described in this report. Authors: Alicia J. 
Little ...",Vaccine,Medical Research,,Bot,,LO,,
Coronavirus Disease 2019 (COVID-19) | CDC,https://www.cdc.gov/coronavirus/2019-ncov/index.html,CDC,US,"2/10/2020, 4:00:00 PM","Health Equity. Health equity is when everyone has the opportunity to be as 
healthy as possible. PROMOTING HEALTH EQUITY. Latest Updates. 11 May
Cases ...",,,,Bot,,LO,,not an article? We could potentially use as a database
CDC COVID Data Tracker,https://covid.cdc.gov/covid-data-tracker/,covid.cdc.gov,Unknown,"3/27/2020, 5:00:00 PM","COVID Data Tracker. Find maps and charts tracking cases, deaths, and trends of 
COVID-19 in the United States, updated daily by 8 pm ET. Recent updates:.",Metrics Tracker,Databases & Datasets,,Bot,,LO,,
COVID Data Tracker Weekly Review | CDC,https://www.cdc.gov/coronavirus/2019-ncov/covid-data/covidview/index.html,CDC,US,"5/6/2021, 5:00:00 PM","Based on specimens collected from March 28 to April 10, an estimated 59.6% of 
COVID-19 cases in the United States are caused by the SARS-CoV-2 variant B.",Vulnerable Populations,Racial Inequality,,Bot,,LO,,
COVID-19,http://go.nature.com/30n6kxv,go.nature.com,Unknown,2021-01-01,"COVID-19 Projections ... To fully account for the impact of COVID-19, our 
estimates now include the total number of COVID-19 deaths, which is greater 
than what ...",Databases & Datasets,Metrics Trackers,Metrics Projections,Bot,,LO,,Title may need editing
Frequently Asked Questions about COVID-19 Vaccination | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/faq.html,CDC,US,"5/9/2021, 5:00:00 PM","Answers to commonly asked questions about COVID-19 vaccines, including 
vaccine cost, availability, and types.",FAQs,Vaccine,Childcare,Bot,,LO,,
Key Things to Know About COVID-19 Vaccines,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/keythingstoknow.html,CDC,US,"2/10/2020, 4:00:00 PM","It typically takes two weeks after vaccination for the body to build protection (
immunity) against the virus that causes COVID-19. You are not fully vaccinated 
until 2 ...",Vaccine,SARS-CoV-2 Variants,,Bot,,LO,,
How Do I Get a COVID-19 Vaccine,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/How-Do-I-Get-a-COVID-19-Vaccine.html,CDC,US,"2/10/2020, 4:00:00 PM","Most vaccination providers schedule vaccination appointments online. To 
schedule your COVID-19 vaccination appointment, visit vaccine providers online
 ...",Vaccine,Vaccine Distribution in the US,,Bot,,LO,,
Pfizer-BioNTech COVID-19 Vaccine Overview and Safety | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/Pfizer-BioNTech.html,CDC,US,"5/9/2021, 5:00:00 PM","Name: BNT162b2 Manufacturer: Pfizer, Inc., and BioNTech Type of vaccine: 
mRNA Number of shots: 2 shots, 21 days apart How given: Shot in the muscle of 
the ...",Vaccine,,,Bot,,LO,,
CDC Recommends Use of Johnson & Johnson's Janssen COVID-19 ...,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/JJUpdate.html,CDC,US,"2/10/2020, 4:00:00 PM","CDC recommends pausing use of the J&J/Janssen COVID-19 vaccine following 
a rare and severe type of blood clot in 6 people who received the vaccine.",Risk,Vaccine,Vaccine Distribution in the US,Bot,,LO,,
COVID-19 Breakthrough Case Investigations and Reporting | CDC,https://www.cdc.gov/vaccines/covid-19/health-departments/breakthrough-cases.html,CDC,US,"5/7/2021, 3:05:41 AM","Information and resources to help public health departments and laboratories 
investigate and report COVID-19 vaccine breakthrough cases.",Vaccine,Risk,SARS-CoV-2 Variants,Bot,,LO,,
Effectiveness of Pfizer-BioNTech and Moderna Vaccines Against ...,https://www.cdc.gov/mmwr/volumes/70/wr/mm7018e1.htm,CDC,US,"12/31/2020, 4:00:00 PM","In U.S. hospitals during January–March 2021, receipt of Pfizer-BioNTech or 
Moderna COVID-19 vaccines was 94% effective against COVID-19 
hospitalization ...",Vaccine,Medical Research,Clinical Trials,Bot,,,,
Pfizer COVID vaccine protects against worrying coronavirus variants,https://www.nature.com/articles/d41586-021-01222-5,Nature,General,"5/5/2021, 5:00:00 PM","Data from Qatar provide strongest evidence yet that COVID-19 vaccines can stop 
strains thought to pose a threat to immunization efforts.",Vaccine,SARS-CoV-2 Variants,,Bot,,,,
COVID-19 CDC Print Resources,https://www.cdc.gov/coronavirus/2019-ncov/communication/print-resources.html,CDC,US,"2/10/2020, 4:00:00 PM","235 items ... The following print-only materials are developed to support COVID-19 
recommendations. All materials are free for download. They may be printed on a
 ...",Vaccine,Forms,Professional Guidelines,Bot,,AB,,"Useful, but not an article, more like a compilation of printable resources"
Safety of COVID-19 Vaccines | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/safety-of-vaccines.html,CDC,US,"2/10/2020, 4:00:00 PM","COVID-19 vaccines are safe and effective. Millions of people in the United States 
have received COVID-19 vaccines. These vaccines have gone through the ...",Vaccine,Vaccine Hesitancy,Healthcare,Bot,,AB,,possible L2 Tag-Vaccine Safety
"Modeling of Future COVID-19 Cases, Hospitalizations, and Deaths ...",https://www.cdc.gov/mmwr/volumes/70/wr/mm7019e3.htm,CDC,US,"12/31/2020, 4:00:00 PM","Data from six models indicate that with high vaccination coverage and moderate 
nonpharmaceutical intervention (NPI) adherence, hospitalizations and deaths ...",Predictions,Databases & Datasets,Healthcare,Bot,,AB,,
Johnson & Johnson's Janssen COVID-19 Vaccine Overview and ...,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/janssen.html,CDC,US,"5/10/2021, 5:00:00 PM","Johnson & Johnson's Janssen COVID-19 vaccine is recommended for people 
aged 18 years and older.",Vaccine,Healthcare,Clinical Trials,Bot,,AB,,
International COVID-19 trial to restart with focus on immune responses,https://www.nature.com/articles/d41586-021-01090-z,Nature,General,"5/6/2021, 5:00:00 PM","World Health Organization will test whether three existing drugs can save lives of 
hospitalized people.",Clinical Trials,Healthcare,,Bot,,AB,,
Anxiety-Related Adverse Event Clusters After Janssen COVID-19 ...,https://www.cdc.gov/mmwr/volumes/70/wr/mm7018e3.htm,CDC,US,"12/31/2020, 4:00:00 PM","Five mass vaccination sites reported 64 anxiety-related events, including 17 
events of syncope (fainting) after receipt of Janssen COVID-19 vaccine.",Vaccine,Clinical Trials,Healthcare,Bot,,AB,,
Ensuring COVID-19 Vaccines Work | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/effectiveness.html,CDC,US,"5/9/2021, 5:00:00 PM","Some people who are fully vaccinated against COVID-19 will still get sick 
because no vaccine is 100% effective. Experts continue to monitor and evaluate 
how ...",Vaccine,Vaccine Hesitancy,Clinical Trials,Bot,,AB,,
Selected Adverse Events Reported after COVID-19 Vaccination | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html,CDC,US,"2/10/2020, 4:00:00 PM","COVID-19 vaccines are safe and effective. Millions of people in the United States 
have received COVID-19 vaccines, and these vaccines will undergo the most ...",Vaccine,Vaccine Hesitancy,Clinical Trials,Bot,,AB,,
"ACIP Final Meeting Agenda May 12, 2021",https://www.cdc.gov/vaccines/acip/meetings/downloads/agenda-archive/agenda-2021-05-12-508.pdf,CDC,US,,"11:30. Coronavirus Disease 2019 (COVID-19) Vaccines. Introduction. Safety, 
immunogenicity and efficacy of BNT162b2 in per on aged 12-15 year. GRADE: ...",,,,Bot,,AB,,not useful
Mice with severe COVID symptoms could speed vaccine effort,https://www.nature.com/articles/d41586-021-01251-0,Nature,General,"5/10/2021, 5:00:00 PM","A new rodent model of COVID-19 promises an easier and quicker way to test 
treatments and vaccines.",Treatment,Vaccine,Clinical Trials,Bot,,AB,,
Guidance on Management of Coronavirus Disease 2019 (COVID-19 ...,https://www.cdc.gov/coronavirus/2019-ncov/community/correction-detention/guidance-correctional-detention.html,CDC,US,"2/10/2020, 4:00:00 PM","COVID-19 guidance for correctional facilities and detention centers to ensure 
protection of incarcerated and detained persons, staff, and visitors.",Prisons,,,Bot,,AB,,
COVID-19 Videos | CDC,https://www.cdc.gov/coronavirus/2019-ncov/communication/videos.html,CDC,US,"2/10/2020, 4:00:00 PM","155 items ... View videos and PSAs from CDC about COVID-19. ... More COVID-19 
information in English text: https://www.cdc.gov/coronavirus/ Development of ...",Summary Videos,Comprehensive Tutorials,Vaccine,Bot,,AB,,
About COVID-19 Vaccines | CDC,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/about-vaccines/index.html,CDC,US,"2/10/2020, 4:00:00 PM","What you need to know about vaccines, including frequently asked questions 
and benefits of getting vaccinated.",Vaccine,FAQ,Vaccine Hesitancy,Bot,,AB,,
Safety Monitoring of the Janssen (Johnson & Johnson) COVID-19 ...,https://www.cdc.gov/mmwr/volumes/70/wr/mm7018e2.htm,CDC,US,"12/31/2020, 4:00:00 PM","Nearly 8 million doses of the Janssen COVID-19 vaccine had been administered. 
Review of safety monitoring data found that 97% of reported reactions after ...",Vaccine,Databases & Datasets,Clinical Trials,Bot,,AB,,
Prevaccination Checklist for COVID-19 Vaccines Information for ...,https://www.cdc.gov/vaccines/covid-19/downloads/pre-vaccination-screening-form.pdf,CDC,US,,"Have you ever received a dose of COVID-19 vaccine? • If yes, which vaccine 
product did you receive? □Pfizer. □ Moderna. □ Janssen ( ...",,,,Bot,,AB,,"specific to HCPs, do not publish"
Pfizer and BioNTech Initiate Rolling Submission of ... - Pfizer Inc.,https://investors.pfizer.com/investor-news/press-release-details/2021/Pfizer-and-BioNTech-Initiate-Rolling-Submission-of-Biologics-License-Application-for-U.S.-FDA-Approval-of-Their-COVID-19-Vaccine/default.aspx,investors.pfizer.com,Unknown,2021-05-07,"Pfizer and BioNTech Initiate Rolling Submission of Biologics License Application 
for U.S. FDA Approval of Their COVID-19 Vaccine. May 07, 2021.",,,,Bot,,AB,,"old news, do not publish"
U.S. COVID-19 Vaccination Program: Vaccine Channel Portfolio by ...,https://www.cdc.gov/coronavirus/2019-ncov/vaccines/distributing/jurisdiction-portfolios.html,CDC,US,"2/10/2020, 4:00:00 PM","This report provides an overview of the multiple channels being used to ensure 
all Americans have access to COVID-19 vaccine. Jurisdictional delivery and ...",Vaccine Distribution in the US,Vaccine,,Bot,,AB,,
A global database of COVID-19 vaccinations | Nature Human ...,https://www.nature.com/articles/s41562-021-01122-8,Nature,General,"5/9/2021, 5:00:00 PM","An effective rollout of vaccinations against COVID-19 offers the most promising 
prospect of bringing the pandemic to an end. We present the Our World in Data ...",International Vaccine Distribution,Databases & Datasets,Vaccine Distribution in the US,Bot,,AB,,
COVID-19: build on Belgium's psychosocial findings,https://www.nature.com/articles/d41586-021-01277-4,Nature,General,"5/10/2021, 5:00:00 PM","The researchers would be drawn from the social sciences, the humanities and 
the arts to help mitigate the psychosocial effects of the pandemic for people and 
the ...",,,,Bot,,AB,,"Very brief, not super useful"
Pandemic investigation: how the world failed to curb COVID,https://www.nature.com/articles/d41586-021-01284-5,Nature,General,"5/11/2021, 5:00:00 PM","First high-level report cites a communication breakdown between the World 
Health Organization, national leaders and the public.",Government Response,Complications,,Bot,,AB,,
CDC Library: COVID-19 Science Update: 05/07/2021,https://www.cdc.gov/library/covid19/05072021_covidupdate.html,CDC,US,"5/6/2021, 11:59:22 PM","Schools using multiple mitigation measures decreased the risk of COVID-19 
outcomes most and risk was low with 7 or more mitigation measures (Figure 2).",Children,Youth,,Bot,,AB,,
Pfizer and BioNTech Initiate Rolling Submission of Biologics ...,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-initiate-rolling-submission-biologics,Pfizer,General,2021-05-07,"The Pfizer-BioNTech COVID-19 Vaccine is currently available in the U.S. under 
an Emergency Use Authorization (EUA) granted by the FDA on December 11, ...",,,,Bot,,AB,,outdated
